phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group0_TMEM131_ENSG00000075568.17_ENST00000186436.10_chr2_cds_start97757102_cds_end97995662_inv_start87987171_inv_end111255403.phy.gz	ENST00000186436.10	TMEM131	2	0	97757102	97995662	5649	97995476-97995662;97927426-97927487;97908658-97908698;97888052-97888120;97859304-97859427;97844145-97844261;97841815-97841937;97837077-97837157;97834775-97834925;97834621-97834677;97833365-97833426;97818613-97818721;97815199-97815307;97814235-97814388;97813971-97814141;97812639-97812749;97812421-97812555;97811128-97811232;97809688-97809774;97805551-97805703;97805376-97805451;97805088-97805205;97802652-97802790;97802428-97802537;97801895-97801961;97797365-97797516;97796844-97796986;97796218-97796404;97794930-97795115;97793395-97793553;97792386-97792984;97775843-97776018;97772297-97772424;97766478-97766602;97766114-97766263;97762035-97762200;97760793-97760914;97760593-97760689;97759652-97759749;97758893-97759053;97757102-97757383
group0_NCK2_ENSG00000071051.14_ENST00000233154.9_chr2_cds_start105855064_cds_end105893173_inv_start87987171_inv_end111255403.phy.gz	ENST00000233154.9	NCK2	2	0	105855064	105893173	1140	105855064-105855289;105881328-105882049;105892982-105893173
group0_FAHD2A_ENSG00000115042.10_ENST00000233379.9_chr2_cds_start95405559_cds_end95412954_inv_start87987171_inv_end111255403.phy.gz	ENST00000233379.9	FAHD2A	2	0	95405559	95412954	942	95405559-95405803;95406941-95407157;95410527-95410586;95410864-95411026;95412434-95412542;95412677-95412764;95412895-95412954
group0_IL1RL1_ENSG00000115602.17_ENST00000233954.6_chr2_cds_start102338265_cds_end102351918_inv_start87987171_inv_end111255403.phy.gz	ENST00000233954.6	IL1RL1	2	0	102338265	102351918	1668	102338265-102338325;102338837-102339047;102340098-102340272;102340666-102340828;102342223-102342294;102343036-102343177;102343270-102343415;102347945-102348091;102349079-102349246;102351536-102351918
group0_IL18R1_ENSG00000115604.12_ENST00000233957.7_chr2_cds_start102362661_cds_end102396883_inv_start87987171_inv_end111255403.phy.gz	ENST00000233957.7	IL18R1	2	0	102362661	102396883	1623	102362661-102362718;102367825-102368068;102371953-102372118;102375907-102376063;102381620-102381682;102384878-102384998;102386861-102387000;102390056-102390217;102394469-102394627;102396531-102396883
group0_SLC9A2_ENSG00000115616.3_ENST00000233969.3_chr2_cds_start102619849_cds_end102708486_inv_start87987171_inv_end111255403.phy.gz	ENST00000233969.3	SLC9A2	2	0	102619849	102708486	2436	102619849-102620137;102657564-102658027;102665100-102665350;102683261-102683478;102684134-102684336;102694414-102694503;102695043-102695113;102701070-102701231;102702406-102702502;102704544-102704675;102705846-102705936;102708119-102708486
group0_ECRG4_ENSG00000119147.10_ENST00000238044.8_chr2_cds_start106065765_cds_end106077923_inv_start87987171_inv_end111255403.phy.gz	ENST00000238044.8	ECRG4	2	0	106065765	106077923	444	106065765-106065843;106071844-106071891;106073886-106074043;106077765-106077923
group0_NCAPH_ENSG00000121152.10_ENST00000240423.9_chr2_cds_start96335830_cds_end96373348_inv_start87987171_inv_end111255403.phy.gz	ENST00000240423.9	NCAPH	2	0	96335830	96373348	2223	96335830-96335848;96341642-96341894;96342050-96342140;96342756-96342848;96343166-96343304;96344105-96344229;96351831-96352020;96353306-96353397;96354183-96354388;96359045-96359193;96360143-96360249;96360588-96360710;96364481-96364591;96365876-96366058;96367257-96367373;96368972-96369063;96369425-96369500;96373292-96373348
group0_SULT1C2_ENSG00000198203.10_ENST00000251481.11_chr2_cds_start108293668_cds_end108308461_inv_start87987171_inv_end111255403.phy.gz	ENST00000251481.11	SULT1C2	2	0	108293668	108308461	888	108293668-108293818;108294229-108294354;108300838-108300935;108304574-108304700;108305172-108305266;108305415-108305595;108308352-108308461
group0_COX5B_ENSG00000135940.7_ENST00000258424.3_chr2_cds_start97646087_cds_end97648105_inv_start87987171_inv_end111255403.phy.gz	ENST00000258424.3	COX5B	2	0	97646087	97648105	387	97646087-97646189;97647067-97647140;97647344-97647443;97647996-97648105
group0_REV1_ENSG00000135945.10_ENST00000258428.8_chr2_cds_start99401244_cds_end99464975_inv_start87987171_inv_end111255403.phy.gz	ENST00000258428.8	REV1	2	0	99401244	99464975	3753	99464922-99464975;99462496-99462622;99449336-99449504;99442317-99442469;99438601-99439310;99435834-99435941;99434332-99434448;99429840-99429948;99424152-99424280;99421499-99421653;99418828-99418947;99412731-99412951;99410695-99410867;99408029-99408131;99406325-99406490;99405910-99406106;99404444-99404677;99403695-99403815;99402889-99403106;99402644-99402800;99402244-99402346;99401244-99401352
group0_MFSD9_ENSG00000135953.11_ENST00000258436.10_chr2_cds_start102718423_cds_end102736810_inv_start87987171_inv_end111255403.phy.gz	ENST00000258436.10	MFSD9	2	0	102718423	102736810	1422	102736646-102736810;102732322-102732409;102731025-102731068;102726845-102726974;102723700-102723909;102718423-102719207
group0_TMEM127_ENSG00000135956.11_ENST00000258439.8_chr2_cds_start96253811_cds_end96265381_inv_start87987171_inv_end111255403.phy.gz	ENST00000258439.8	TMEM127	2	0	96253811	96265381	714	96265138-96265381;96254833-96254997;96253811-96254115
group0_EDAR_ENSG00000135960.10_ENST00000258443.7_chr2_cds_start108896910_cds_end108931014_inv_start87987171_inv_end111255403.phy.gz	ENST00000258443.7	EDAR	2	0	108896910	108931014	1344	108930964-108931014;108930120-108930242;108929198-108929379;108923368-108923453;108912678-108912764;108910947-108911072;108910776-108910850;108910460-108910532;108907860-108908019;108906308-108906368;108896910-108897229
group0_MRPS9_ENSG00000135972.9_ENST00000258455.8_chr2_cds_start105038093_cds_end105099758_inv_start87987171_inv_end111255403.phy.gz	ENST00000258455.8	MRPS9	2	0	105038093	105099758	1188	105038093-105038227;105049171-105049350;105071313-105071375;105071459-105071489;105079983-105080062;105088984-105089069;105089920-105089995;105092401-105092569;105093530-105093638;105097155-105097324;105099670-105099758
group0_GPR45_ENSG00000135973.3_ENST00000258456.3_chr2_cds_start105241859_cds_end105242974_inv_start87987171_inv_end111255403.phy.gz	ENST00000258456.3	GPR45	2	0	105241859	105242974	1116	105241859-105242974
group0_C2orf49_ENSG00000135974.11_ENST00000258457.7_chr2_cds_start105337588_cds_end105345368_inv_start87987171_inv_end111255403.phy.gz	ENST00000258457.7	C2orf49	2	0	105337588	105345368	696	105337588-105337686;105339583-105339749;105342848-105343223;105345315-105345368
group0_SLC5A7_ENSG00000115665.9_ENST00000264047.3_chr2_cds_start107988156_cds_end108010858_inv_start87987171_inv_end111255403.phy.gz	ENST00000264047.3	SLC5A7	2	0	107988156	108010858	1740	107988156-107988333;107992106-107992219;107992972-107993127;107997838-107997986;108001897-108002040;108006049-108006202;108008465-108008682;108010232-108010858
group0_CHST10_ENSG00000115526.11_ENST00000264249.8_chr2_cds_start100393248_cds_end100406675_inv_start87987171_inv_end111255403.phy.gz	ENST00000264249.8	CHST10	2	0	100393248	100406675	1068	100406576-100406675;100402564-100402655;100397908-100398142;100395509-100395614;100393248-100393782
group0_PDCL3_ENSG00000115539.15_ENST00000264254.11_chr2_cds_start100563068_cds_end100576493_inv_start87987171_inv_end111255403.phy.gz	ENST00000264254.11	PDCL3	2	0	100563068	100576493	717	100563068-100563073;100566503-100566629;100568931-100569021;100569578-100569721;100571590-100571798;100576354-100576493
group0_TXNDC9_ENSG00000115514.12_ENST00000264255.8_chr2_cds_start99319685_cds_end99333210_inv_start87987171_inv_end111255403.phy.gz	ENST00000264255.8	TXNDC9	2	0	99319685	99333210	678	99333022-99333210;99327535-99327653;99321955-99322209;99319685-99319799
group0_IL1RL2_ENSG00000115598.10_ENST00000264257.7_chr2_cds_start102187868_cds_end102239238_inv_start87987171_inv_end111255403.phy.gz	ENST00000264257.7	IL1RL2	2	0	102187868	102239238	1725	102187868-102187925;102189076-102189310;102191925-102192120;102201556-102201715;102212100-102212174;102218953-102219082;102219881-102220017;102225898-102226041;102232963-102233124;102234897-102235277;102239192-102239238
group0_RPL31_ENSG00000071082.11_ENST00000264258.8_chr2_cds_start101002702_cds_end101006378_inv_start87987171_inv_end111255403.phy.gz	ENST00000264258.8	RPL31	2	0	101002702	101006378	375	101002702-101002808;101004158-101004283;101005959-101006071;101006350-101006378
group0_LMAN2L_ENSG00000114988.12_ENST00000264963.9_chr2_cds_start96707259_cds_end96740040_inv_start87987171_inv_end111255403.phy.gz	ENST00000264963.9	LMAN2L	2	0	96707259	96740040	1044	96739854-96740040;96737949-96738067;96734409-96734526;96733519-96733601;96711864-96712025;96711656-96711770;96707714-96707833;96707259-96707398
group0_ZAP70_ENSG00000115085.16_ENST00000264972.10_chr2_cds_start97724037_cds_end97739495_inv_start87987171_inv_end111255403.phy.gz	ENST00000264972.10	ZAP70	2	0	97724037	97739495	1857	97724037-97724438;97725092-97725252;97732883-97733021;97733125-97733212;97733297-97733343;97733544-97733595;97734520-97734712;97735250-97735456;97737473-97737665;97737757-97737897;97737995-97738107;97739375-97739495
group0_TRIM43_ENSG00000144015.5_ENST00000272395.3_chr2_cds_start95594024_cds_end95599570_inv_start87987171_inv_end111255403.phy.gz	ENST00000272395.3	TRIM43	2	0	95594024	95599570	1338	95594024-95594434;95595050-95595145;95596202-95596432;95597329-95597351;95597880-95597977;95599092-95599570
group0_MRPS5_ENSG00000144029.14_ENST00000272418.7_chr2_cds_start95087360_cds_end95121791_inv_start87987171_inv_end111255403.phy.gz	ENST00000272418.7	MRPS5	2	0	95087360	95121791	1290	95121734-95121791;95117865-95117945;95115066-95115203;95109916-95110041;95108175-95108408;95106423-95106457;95104640-95104730;95101677-95101723;95100837-95100894;95100474-95100536;95090386-95090522;95087360-95087581
group0_SULT1C4_ENSG00000198075.10_ENST00000272452.7_chr2_cds_start108378338_cds_end108387429_inv_start87987171_inv_end111255403.phy.gz	ENST00000272452.7	SULT1C4	2	0	108378338	108387429	906	108378338-108378506;108381762-108381887;108382385-108382482;108383093-108383219;108383416-108383510;108386192-108386372;108387320-108387429
group0_MALL_ENSG00000144063.4_ENST00000272462.3_chr2_cds_start110085698_cds_end110115792_inv_start87987171_inv_end111255403.phy.gz	ENST00000272462.3	MALL	2	0	110085698	110115792	459	110115688-110115792;110091603-110091770;110087572-110087697;110085698-110085757
group0_CNGA3_ENSG00000144191.12_ENST00000272602.7_chr2_cds_start98369976_cds_end98397252_inv_start87987171_inv_end111255403.phy.gz	ENST00000272602.7	CNGA3	2	0	98369976	98397252	2082	98369976-98370076;98377687-98377800;98380175-98380354;98383388-98383441;98389658-98389774;98391864-98391970;98395844-98397252
group0_UXS1_ENSG00000115652.15_ENST00000283148.12_chr2_cds_start106094029_cds_end106194241_inv_start87987171_inv_end111255403.phy.gz	ENST00000283148.12	UXS1	2	0	106094029	106194241	1275	106194148-106194241;106166056-106166083;106164736-106164799;106163667-106163710;106158058-106158118;106145190-106145370;106129674-106129778;106125620-106125679;106122970-106123091;106112646-106112765;106104794-106104837;106101058-106101118;106098716-106098773;106096718-106096821;106094029-106094157
group0_RANBP2_ENSG00000153201.17_ENST00000283195.11_chr2_cds_start108719607_cds_end108783898_inv_start87987171_inv_end111255403.phy.gz	ENST00000283195.11	RANBP2	2	0	108719607	108783898	9672	108719607-108719678;108729132-108729199;108730774-108730885;108731322-108731474;108735532-108735762;108736104-108736249;108740489-108740681;108746711-108746798;108748920-108749129;108751264-108751445;108751528-108751703;108751871-108751994;108752998-108753159;108753426-108753563;108753825-108753971;108754905-108755084;108755176-108755259;108758413-108758548;108762101-108762195;108763237-108768388;108771701-108771871;108772489-108772581;108772868-108773046;108775732-108775936;108777130-108777231;108781269-108781429;108782128-108782401;108782528-108782862;108783596-108783898
group0_RPIA_ENSG00000153574.9_ENST00000283646.5_chr2_cds_start88691699_cds_end88750075_inv_start87987171_inv_end111255403.phy.gz	ENST00000283646.5	RPIA	2	0	88691699	88750075	933	88691699-88691983;88698484-88698544;88700009-88700064;88729278-88729337;88734552-88734616;88735669-88735737;88736535-88736676;88737977-88738076;88749981-88750075
group0_DUSP2_ENSG00000158050.6_ENST00000288943.5_chr2_cds_start96143826_cds_end96145354_inv_start87987171_inv_end111255403.phy.gz	ENST00000288943.5	DUSP2	2	0	96143826	96145354	942	96144967-96145354;96144761-96144882;96144154-96144373;96143826-96144037
group0_ACTR1B_ENSG00000115073.8_ENST00000289228.7_chr2_cds_start97656861_cds_end97663890_inv_start87987171_inv_end111255403.phy.gz	ENST00000289228.7	ACTR1B	2	0	97656861	97663890	1128	97663843-97663890;97661882-97661946;97660571-97660646;97659352-97659477;97658879-97659003;97658427-97658643;97658224-97658316;97657943-97658117;97657448-97657509;97657152-97657192;97656861-97656960
group0_MITD1_ENSG00000158411.11_ENST00000289359.6_chr2_cds_start99169378_cds_end99180981_inv_start87987171_inv_end111255403.phy.gz	ENST00000289359.6	MITD1	2	0	99169378	99180981	747	99180831-99180981;99173915-99174016;99171510-99171646;99171343-99171429;99170537-99170652;99169550-99169610;99169378-99169470
group0_EIF5B_ENSG00000158417.12_ENST00000289371.11_chr2_cds_start99337555_cds_end99399411_inv_start87987171_inv_end111255403.phy.gz	ENST00000289371.11	EIF5B	2	0	99337555	99399411	3660	99337555-99337589;99360236-99360361;99360465-99360549;99361148-99361820;99363645-99363862;99364271-99364421;99368493-99368591;99369392-99369481;99371656-99371730;99376347-99376636;99379019-99379126;99379318-99379428;99382159-99382226;99382780-99382921;99389718-99389849;99390219-99390401;99390544-99390705;99392967-99393098;99394267-99394398;99394509-99394585;99394719-99394883;99396760-99396898;99398748-99398909;99399307-99399411
group0_CNOT11_ENSG00000158435.8_ENST00000289382.8_chr2_cds_start101252965_cds_end101269410_inv_start87987171_inv_end111255403.phy.gz	ENST00000289382.8	CNOT11	2	0	101252965	101269410	1530	101252965-101253478;101257791-101257955;101262539-101262691;101264845-101265047;101266677-101266879;101269040-101269136;101269216-101269410
group0_CCDC138_ENSG00000163006.12_ENST00000295124.9_chr2_cds_start108786823_cds_end108876250_inv_start87987171_inv_end111255403.phy.gz	ENST00000295124.9	CCDC138	2	0	108786823	108876250	1995	108786823-108786915;108788032-108788089;108788852-108788966;108791675-108791802;108794540-108794721;108798428-108798586;108804889-108805008;108812631-108812708;108812820-108812927;108815941-108816105;108839185-108839301;108846738-108846930;108856794-108856970;108873451-108873589;108876088-108876250
group0_TEKT4_ENSG00000163060.8_ENST00000295201.5_chr2_cds_start94871580_cds_end94876766_inv_start87987171_inv_end111255403.phy.gz	ENST00000295201.5	TEKT4	2	0	94871580	94876766	1305	94871580-94872077;94873520-94873590;94873965-94874108;94874776-94874998;94875588-94875742;94876553-94876766
group0_ZNF514_ENSG00000144026.14_ENST00000295208.7_chr2_cds_start95149285_cds_end95153253_inv_start87987171_inv_end111255403.phy.gz	ENST00000295208.7	ZNF514	2	0	95149285	95153253	1200	95153133-95153253;95152674-95152769;95149285-95150267
group0_KCNIP3_ENSG00000115041.14_ENST00000295225.10_chr2_cds_start95297439_cds_end95384046_inv_start87987171_inv_end111255403.phy.gz	ENST00000295225.10	KCNIP3	2	0	95297439	95384046	768	95297439-95297453;95310355-95310520;95374296-95374420;95374848-95374917;95375138-95375208;95381596-95381703;95382377-95382481;95383232-95383294;95384002-95384046
group0_ANKRD36C_ENSG00000174501.15_ENST00000295246.7_chr2_cds_start95851175_cds_end95991708_inv_start87987171_inv_end111255403.phy.gz	ENST00000295246.7	ANKRD36C	2	0	95851175	95991708	6357	95991512-95991708;95987092-95987206;95986751-95986924;95982256-95982362;95980648-95980785;95978122-95978189;95962519-95962547;95962352-95962424;95960639-95960667;95960473-95960545;95958757-95958785;95958591-95958663;95956786-95956816;95953939-95954005;95951348-95951408;95950749-95950779;95948530-95948596;95945114-95945174;95944627-95944694;95941160-95941199;95938987-95939015;95938829-95938901;95935616-95935644;95935454-95935526;95929239-95929267;95929072-95929144;95927381-95927409;95927214-95927286;95925519-95925547;95925352-95925424;95923661-95923689;95923495-95923567;95921782-95921810;95921607-95921679;95919892-95919920;95919733-95919805;95918014-95918042;95917855-95917927;95916143-95916171;95915980-95916052;95914275-95914303;95914108-95914180;95912407-95912435;95912244-95912316;95910540-95910568;95910373-95910445;95908669-95908697;95908502-95908574;95906794-95906822;95906631-95906703;95904924-95904952;95904761-95904833;95903053-95903081;95902886-95902958;95901178-95901206;95901015-95901087;95899308-95899336;95899145-95899217;95897437-95897465;95897270-95897342;95895562-95895590;95895399-95895471;95893696-95893724;95893533-95893605;95891832-95891860;95891665-95891737;95889966-95889994;95889799-95889871;95888092-95888120;95887925-95887997;95886216-95886244;95886048-95886120;95884340-95884368;95884173-95884245;95882469-95882497;95882302-95882374;95880595-95880623;95880427-95880499;95876439-95876512;95867440-95867581;95859861-95860074;95857309-95857492;95855266-95856180;95853709-95853861;95852126-95852196;95851694-95851787;95851175-95851195
group0_SLC9A4_ENSG00000180251.5_ENST00000295269.5_chr2_cds_start102473760_cds_end102532685_inv_start87987171_inv_end111255403.phy.gz	ENST00000295269.5	SLC9A4	2	0	102473760	102532685	2394	102473760-102474015;102478839-102479302;102503448-102503707;102505254-102505471;102508079-102508281;102508847-102508933;102512203-102512273;102514090-102514251;102519859-102519955;102525024-102525155;102526259-102526346;102532330-102532685
group0_RNF149_ENSG00000163162.9_ENST00000295317.4_chr2_cds_start101277241_cds_end101308588_inv_start87987171_inv_end111255403.phy.gz	ENST00000295317.4	RNF149	2	0	101277241	101308588	1200	101308129-101308588;101294931-101295181;101294014-101294082;101288973-101289055;101286081-101286177;101281859-101282057;101277241-101277281
group0_FABP1_ENSG00000163586.10_ENST00000295834.8_chr2_cds_start88123057_cds_end88128017_inv_start87987171_inv_end111255403.phy.gz	ENST00000295834.8	FABP1	2	0	88123057	88128017	381	88127951-88128017;88126176-88126348;88124494-88124586;88123057-88123104
group0_BUB1_ENSG00000169679.15_ENST00000302759.11_chr2_cds_start110637967_cds_end110677995_inv_start87987171_inv_end111255403.phy.gz	ENST00000302759.11	BUB1	2	0	110637967	110677995	3255	110677970-110677995;110674306-110674365;110674086-110674224;110672661-110672857;110670525-110670568;110669453-110669553;110667797-110667849;110667521-110667705;110666263-110666414;110661582-110661841;110659978-110660036;110658614-110658742;110658410-110658520;110657546-110657645;110657036-110657117;110655739-110655916;110653436-110653523;110650546-110650784;110649234-110649377;110642119-110642234;110641642-110641803;110641307-110641464;110641034-110641205;110639742-110639848;110637967-110638159
group0_EIF2AK3_ENSG00000172071.15_ENST00000303236.9_chr2_cds_start88557739_cds_end88627274_inv_start87987171_inv_end111255403.phy.gz	ENST00000303236.9	EIF2AK3	2	0	88557739	88627274	3348	88626967-88627274;88613724-88613853;88595469-88595663;88593272-88593405;88590818-88591052;88590443-88590605;88588761-88588901;88587982-88588104;88585841-88586061;88583430-88583542;88579518-88579640;88576554-88576703;88574666-88575446;88570874-88571041;88562289-88562390;88558917-88558979;88557739-88557936
group0_SPMIP9_ENSG00000172073.4_ENST00000303254.4_chr2_cds_start88525645_cds_end88529471_inv_start87987171_inv_end111255403.phy.gz	ENST00000303254.4	SPMIP9	2	0	88525645	88529471	540	88525645-88525671;88526405-88526497;88529052-88529471
group0_SEMA4C_ENSG00000168758.11_ENST00000305476.10_chr2_cds_start96860629_cds_end96867886_inv_start87987171_inv_end111255403.phy.gz	ENST00000305476.10	SEMA4C	2	0	96860629	96867886	2499	96867778-96867886;96866283-96866431;96865867-96865929;96865666-96865764;96865441-96865537;96865204-96865320;96864964-96865115;96864705-96864880;96864238-96864382;96863926-96864148;96863682-96863794;96861737-96861894;96861579-96861649;96860629-96861455
group0_CNNM3_ENSG00000168763.16_ENST00000305510.4_chr2_cds_start96816278_cds_end96832613_inv_start87987171_inv_end111255403.phy.gz	ENST00000305510.4	CNNM3	2	0	96816278	96832613	2121	96816278-96817502;96825058-96825201;96826833-96826982;96827731-96827900;96828099-96828195;96828567-96828700;96828996-96829134;96832552-96832613
group0_LYG1_ENSG00000144214.10_ENST00000308528.9_chr2_cds_start99284396_cds_end99295670_inv_start87987171_inv_end111255403.phy.gz	ENST00000308528.9	LYG1	2	0	99284396	99295670	582	99295628-99295670;99292536-99292640;99291237-99291421;99284688-99284820;99284396-99284511
group0_SH3RF3_ENSG00000172985.11_ENST00000309415.8_chr2_cds_start109129541_cds_end109501668_inv_start87987171_inv_end111255403.phy.gz	ENST00000309415.8	SH3RF3	2	0	109129541	109501668	2646	109129541-109130113;109347674-109347949;109371586-109371681;109398590-109398943;109419539-109419642;109432501-109432671;109436893-109437146;109449170-109449489;109490605-109490936;109501503-109501668
group0_GCC2_ENSG00000135968.22_ENST00000309863.11_chr2_cds_start108449275_cds_end108507627_inv_start87987171_inv_end111255403.phy.gz	ENST00000309863.11	GCC2	2	0	108449275	108507627	5052	108449275-108449280;108449633-108449689;108451028-108451112;108452399-108452466;108468980-108469084;108469651-108472116;108472827-108472899;108475535-108475635;108475752-108475850;108481697-108481816;108482287-108482451;108483062-108483166;108484149-108484311;108485636-108485736;108485831-108485908;108486511-108486648;108487699-108487820;108489838-108490014;108492573-108492790;108495291-108495485;108496970-108497109;108499553-108499754;108507560-108507627
group0_MAL_ENSG00000172005.11_ENST00000309988.9_chr2_cds_start95025793_cds_end95053452_inv_start87987171_inv_end111255403.phy.gz	ENST00000309988.9	MAL	2	0	95025793	95053452	459	95025793-95025885;95047959-95048126;95049581-95049706;95053381-95053452
group0_PROM2_ENSG00000155066.16_ENST00000317620.14_chr2_cds_start95274586_cds_end95288993_inv_start87987171_inv_end111255403.phy.gz	ENST00000317620.14	PROM2	2	0	95274586	95288993	2502	95274586-95274829;95275461-95275510;95275930-95276132;95276227-95276347;95276594-95276657;95276972-95277061;95277364-95277566;95277930-95278004;95278721-95278784;95278985-95279144;95279845-95279997;95281242-95281365;95281925-95282016;95282142-95282226;95284969-95285115;95285639-95285710;95286479-95286571;95286804-95286857;95287133-95287213;95287396-95287464;95288211-95288300;95288483-95288589;95288933-95288993
group0_ANKRD23_ENSG00000163126.15_ENST00000318357.9_chr2_cds_start96839552_cds_end96843992_inv_start87987171_inv_end111255403.phy.gz	ENST00000318357.9	ANKRD23	2	0	96839552	96843992	915	96843966-96843992;96842365-96842511;96842060-96842185;96840787-96840912;96840416-96840514;96840232-96840330;96839997-96840095;96839727-96839825;96839552-96839644
group0_SNRNP200_ENSG00000144028.15_ENST00000323853.10_chr2_cds_start96275015_cds_end96305437_inv_start87987171_inv_end111255403.phy.gz	ENST00000323853.10	SNRNP200	2	0	96275015	96305437	6408	96305393-96305437;96304705-96304868;96303159-96303330;96301524-96301716;96300998-96301053;96299329-96299427;96298815-96298967;96298603-96298702;96298284-96298420;96297637-96297720;96297363-96297536;96296933-96297070;96296536-96296691;96295488-96295658;96293316-96293509;96292972-96293095;96291751-96291900;96291392-96291502;96290684-96290815;96290326-96290514;96289799-96289996;96289227-96289379;96289037-96289117;96288663-96288746;96287863-96287969;96287439-96287557;96287006-96287160;96286688-96286877;96286311-96286484;96285180-96285340;96284358-96284585;96283813-96284004;96283535-96283713;96283201-96283352;96281814-96281922;96279451-96279559;96278809-96278998;96278547-96278711;96278237-96278358;96277807-96277950;96277539-96277715;96277081-96277241;96276904-96276985;96275257-96275349;96275015-96275155
group0_MAP4K4_ENSG00000071054.17_ENST00000324219.9_chr2_cds_start101698081_cds_end101891246_inv_start87987171_inv_end111255403.phy.gz	ENST00000324219.9	MAP4K4	2	0	101698081	101891246	4152	101698081-101698137;101698473-101698538;101790720-101790776;101823928-101824053;101825319-101825429;101829504-101829594;101831721-101831851;101834409-101834463;101835900-101835978;101839819-101839994;101842609-101842681;101844101-101844311;101855977-101856138;101858996-101859082;101859643-101859864;101860825-101860986;101863821-101864051;101864930-101865036;101866428-101866579;101867212-101867309;101868029-101868037;101869622-101869797;101870295-101870415;101871494-101871685;101873647-101873764;101874082-101874252;101877003-101877146;101882551-101882685;101885187-101885287;101887088-101887237;101887778-101887937;101888796-101888935;101891166-101891246
group0_CREG2_ENSG00000175874.10_ENST00000324768.6_chr2_cds_start101350926_cds_end101387457_inv_start87987171_inv_end111255403.phy.gz	ENST00000324768.6	CREG2	2	0	101350926	101387457	870	101387017-101387457;101383533-101383702;101355253-101355366;101350926-101351070
group0_COA5_ENSG00000183513.9_ENST00000328709.8_chr2_cds_start98600755_cds_end98608405_inv_start87987171_inv_end111255403.phy.gz	ENST00000328709.8	COA5	2	0	98600755	98608405	222	98608307-98608405;98604108-98604191;98600755-98600793
group0_RGPD6_ENSG00000183054.13_ENST00000329516.8_chr2_cds_start110515614_cds_end110577024_inv_start87987171_inv_end111255403.phy.gz	ENST00000329516.8	RGPD6	2	0	110515614	110577024	5295	110576953-110577024;110569657-110569724;110567964-110568075;110567376-110567528;110563103-110563333;110562612-110562757;110557852-110558047;110551724-110551811;110549393-110549602;110547104-110547285;110546845-110547020;110546554-110546677;110545473-110545631;110545069-110545206;110544660-110544806;110543536-110543715;110543359-110543442;110540055-110540190;110536416-110536510;110533465-110535688;110526265-110526404;110523496-110523697;110515614-110515645
group0_IL1R2_ENSG00000115590.14_ENST00000332549.8_chr2_cds_start102008576_cds_end102028389_inv_start87987171_inv_end111255403.phy.gz	ENST00000332549.8	IL1R2	2	0	102008576	102028389	1194	102008576-102008642;102009562-102009826;102015871-102016051;102019638-102019812;102022187-102022249;102024533-102024668;102026111-102026253;102028226-102028389
group0_LYG2_ENSG00000185674.10_ENST00000333017.7_chr2_cds_start99242367_cds_end99254260_inv_start87987171_inv_end111255403.phy.gz	ENST00000333017.7	LYG2	2	0	99242367	99254260	636	99254218-99254260;99246680-99246820;99245262-99245458;99243999-99244137;99242367-99242482
group0_NPAS2_ENSG00000170485.17_ENST00000335681.10_chr2_cds_start100904755_cds_end100995579_inv_start87987171_inv_end111255403.phy.gz	ENST00000335681.10	NPAS2	2	0	100904755	100995579	2472	100904755-100904786;100925146-100925294;100932910-100933001;100937753-100937842;100948235-100948355;100949367-100949480;100964058-100964176;100964861-100964943;100965660-100965766;100968281-100968428;100970990-100971074;100974803-100974944;100975458-100975567;100977710-100977799;100982231-100982377;100988079-100988276;100990256-100990446;100990780-100990872;100993347-100993527;100995400-100995579
group0_STARD7_ENSG00000084090.14_ENST00000337288.10_chr2_cds_start96186733_cds_end96208434_inv_start87987171_inv_end111255403.phy.gz	ENST00000337288.10	STARD7	2	0	96186733	96208434	1110	96208145-96208434;96195341-96195549;96194958-96195007;96193242-96193352;96193078-96193160;96192369-96192468;96187217-96187301;96186733-96186914
group0_MRPL30_ENSG00000185414.20_ENST00000338148.8_chr2_cds_start99186204_cds_end99195702_inv_start87987171_inv_end111255403.phy.gz	ENST00000338148.8	MRPL30	2	0	99186204	99195702	483	99186204-99186254;99188177-99188257;99194751-99194897;99195116-99195189;99195573-99195702
group0_ASTL_ENSG00000188886.4_ENST00000342380.3_chr2_cds_start96123853_cds_end96138436_inv_start87987171_inv_end111255403.phy.gz	ENST00000342380.3	ASTL	2	0	96123853	96138436	1293	96138382-96138436;96137575-96137700;96135351-96135412;96133965-96134058;96133425-96133542;96132540-96132721;96130064-96130145;96129824-96129978;96123853-96124271
group0_KRCC1_ENSG00000172086.9_ENST00000347055.4_chr2_cds_start88027787_cds_end88028563_inv_start87987171_inv_end111255403.phy.gz	ENST00000347055.4	KRCC1	2	0	88027787	88028563	777	88027787-88028563
group0_SOWAHC_ENSG00000198142.5_ENST00000356454.5_chr2_cds_start109614490_cds_end109616064_inv_start87987171_inv_end111255403.phy.gz	ENST00000356454.5	SOWAHC	2	0	109614490	109616064	1575	109614490-109616064
group0_ARID5A_ENSG00000196843.18_ENST00000357485.8_chr2_cds_start96536827_cds_end96552310_inv_start87987171_inv_end111255403.phy.gz	ENST00000357485.8	ARID5A	2	0	96536827	96552310	1782	96536827-96536830;96547402-96547517;96549321-96549459;96549753-96549805;96550188-96550285;96550574-96550733;96551099-96552310
