Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Herpes_simplex	0.5794570505	0.2534314393	0.2534314393	261758	13657	248101	-0.01922007176	0.9809634561	TRUE	lrt_mle	0.963,1.012	profile	two	TRUE	0.9626033996	1.012490187	FALSE	TRUE	FALSE	mle	261758	13657	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2534314393	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,1.012	0.9626033996	1.012490187
Pleurisy	0.58162387	0.2550297059	0.2550297059	213280	3648	209632	0.03609805211	1.036757498	TRUE	lrt_mle	0.976,1.070	profile	two	TRUE	0.976455992	1.070420313	FALSE	TRUE	FALSE	mle	213280	3648	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2550297059	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.976,1.070	0.976455992	1.070420313
Orchitis_and_epididymitis	0.5822246584	0.2559443968	0.2559443968	223394	2279	221115	0.04538385397	1.046429459	TRUE	lrt_mle	0.970,1.089	profile	two	TRUE	0.9702791449	1.088785554	FALSE	TRUE	FALSE	mle	98129	2272	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2559443968	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.970,1.089	0.9702791449	1.088785554
Male_sexual_dysfuction	0.5912970803	0.2610999891	0.2610999891	238738	17623	221115	-0.01832711258	0.9818398077	TRUE	lrt_mle	0.964,1.012	profile	two	TRUE	0.9641821422	1.012365958	FALSE	TRUE	FALSE	mle	113437	17580	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2610999891	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.964,1.012	0.9641821422	1.012365958
Gingivitis	0.5912970803	0.2614953129	0.2614953129	200679	4080	196599	-0.03509928567	0.9655095502	TRUE	lrt_mle	0.930,1.024	profile	two	TRUE	0.9302910592	1.02376824	FALSE	TRUE	FALSE	mle	200679	4080	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2614953129	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.930,1.024	0.9302910592	1.02376824
Carpal_tunnel_syndrome	0.5912970803	0.2619168275	0.2619168275	235095	20910	214185	0.0157545351	1.015879292	TRUE	lrt_mle	0.989,1.031	profile	two	TRUE	0.9893797717	1.031245972	FALSE	TRUE	FALSE	mle	235095	20910	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2619168275	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.989,1.031	0.9893797717	1.031245972
Pericardial_effusion_noninflammatory	0.5981638999	0.2666209701	0.2666209701	213035	3203	209832	0.03838977622	1.039136185	TRUE	lrt_mle	0.974,1.077	profile	two	TRUE	0.9735447313	1.0766738	FALSE	TRUE	FALSE	mle	213035	3203	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2666209701	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.077	0.9735447313	1.0766738
Phobic_disorders	0.5981638999	0.2669215542	0.2669215542	244287	5202	239085	-0.02916324816	0.9712578955	TRUE	lrt_mle	0.942,1.020	profile	two	TRUE	0.9422147674	1.0201596	FALSE	TRUE	FALSE	mle	244287	5202	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2669215542	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.942,1.020	0.9422147674	1.0201596
Abnormal_glucose	0.5981638999	0.2669657674	0.2669657674	270758	78267	192491	0.009582473616	1.009628533	TRUE	lrt_mle	0.993,1.019	profile	two	TRUE	0.9933810454	1.019306562	FALSE	TRUE	FALSE	mle	270758	78267	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2669657674	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.993,1.019	0.9933810454	1.019306562
Hyperglycemia	0.6002738531	0.2685789052	0.2685789052	229079	36588	192491	0.0126965024	1.012777445	TRUE	lrt_mle	0.991,1.026	profile	two	TRUE	0.991156572	1.025668513	FALSE	TRUE	FALSE	mle	229079	36588	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2685789052	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.991,1.026	0.991156572	1.025668513
Acute_prostatitis		0.2707292707	0.2707292707	222224	1109	221115	-0.0567283353	0.9448507171	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	96964	1107	95857	sex_restricted_to_1;sex_majority_restricted_to_1;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Extrapyramidal_and_movement_disorders	0.6059078685	0.2717774667	0.2717774667	235064	20879	214185	-0.01507966285	0.9850334659	TRUE	lrt_mle	0.970,1.011	profile	two	TRUE	0.969938135	1.010661605	FALSE	TRUE	FALSE	mle	235064	20879	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2717774667	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.970,1.011	0.969938135	1.010661605
Cerebral_infarction_Ischemic_stroke	0.6084442771	0.2737835592	0.2737835592	220739	10907	209832	0.02160670797	1.021841823	TRUE	lrt_mle	0.985,1.044	profile	two	TRUE	0.9846079603	1.043893102	FALSE	TRUE	FALSE	mle	220739	10907	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2737835592	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.985,1.044	0.9846079603	1.043893102
Malnutrition_and_underweight	0.6084442771	0.2744216101	0.2744216101	207408	14917	192491	-0.0182847609	0.9818813911	TRUE	lrt_mle	0.963,1.013	profile	two	TRUE	0.9630668717	1.013126462	FALSE	TRUE	FALSE	mle	207408	14917	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2744216101	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,1.013	0.9630668717	1.013126462
Nerve_plexus_lesions		0.2747252747	0.2747252747	215715	1530	214185	-0.05126655024	0.9500254073	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215715	1530	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Volume_depletion	0.6084442771	0.2749569217	0.2749569217	219519	27028	192491	0.0139238854	1.014021274	TRUE	lrt_mle	0.990,1.028	profile	two	TRUE	0.9900172713	1.028392373	FALSE	TRUE	FALSE	mle	219519	27028	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2749569217	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.990,1.028	0.9900172713	1.028392373
Non_degenerative_maculopathy	0.6109193675	0.2773171005	0.2773171005	264396	6708	257688	-0.02561151988	0.974713673	TRUE	lrt_mle	0.949,1.019	profile	two	TRUE	0.9486010874	1.018557769	FALSE	TRUE	FALSE	mle	264396	6708	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2773171005	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.949,1.019	0.9486010874	1.018557769
Acidosis	0.6109193675	0.2774421289	0.2774421289	206324	13833	192491	0.01921731175	1.019403153	TRUE	lrt_mle	0.986,1.040	profile	two	TRUE	0.9860330112	1.039600783	FALSE	TRUE	FALSE	mle	206324	13833	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2774421289	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.986,1.040	0.9860330112	1.039600783
Dislocation_of_foot_and_ankle		0.2797202797	0.2797202797	188985	1136	187849	-0.05938346796	0.9423453406	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	188985	1136	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Allergy_to_insects	0.6150640087	0.2816934594	0.2816934594	190581	8008	182573	-0.02361152151	0.9766650494	TRUE	lrt_mle	0.952,1.017	profile	two	TRUE	0.9519643518	1.017467648	FALSE	TRUE	FALSE	mle	190581	8008	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2816934594	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.952,1.017	0.9519643518	1.017467648
Basal_cell_carcinoma		0.2817182817	0.2817182817	265725	8958	256767	-0.02068471773	0.9795277436	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	265725	8958	256767	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Other_disorders_of_the_eyelids	0.6150640087	0.2826498913	0.2826498913	272507	14819	257688	-0.01735626884	0.9827934836	TRUE	lrt_mle	0.965,1.013	profile	two	TRUE	0.9648591466	1.012870061	FALSE	TRUE	FALSE	mle	272507	14819	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2826498913	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.965,1.013	0.9648591466	1.012870061
Anxiety_and_anxiety_disorders	0.6150640087	0.2827850953	0.2827850953	324507	85422	239085	-0.008172894368	0.9918604129	TRUE	lrt_mle	0.983,1.006	profile	two	TRUE	0.9833822304	1.00607478	FALSE	TRUE	FALSE	mle	324507	85422	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2827850953	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.983,1.006	0.9833822304	1.00607478
Pulmonary_collapse_Atelectasis	0.6150640087	0.2847147731	0.2847147731	225834	16202	209632	0.01703857708	1.017184562	TRUE	lrt_mle	0.987,1.035	profile	two	TRUE	0.9872811157	1.035028855	FALSE	TRUE	FALSE	mle	225834	16202	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2847147731	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.987,1.035	0.9872811157	1.035028855
Renal_tubulo_interstitial_diseases	0.6150640087	0.2848755776	0.2848755776	241822	20707	221115	0.01483540276	1.014945994	TRUE	lrt_mle	0.989,1.031	profile	two	TRUE	0.9889120909	1.030520641	FALSE	TRUE	FALSE	mle	241822	20707	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2848755776	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.989,1.031	0.9889120909	1.030520641
Abnormalities_of_heart_beat	0.6150640087	0.2851827263	0.2851827263	271981	62149	209832	-0.009628954795	0.9904172552	TRUE	lrt_mle	0.980,1.007	profile	two	TRUE	0.9803205113	1.00723949	FALSE	TRUE	FALSE	mle	271981	62149	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2851827263	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.980,1.007	0.9803205113	1.00723949
Cutaneous_lupus_erythematosus	0.6150640087	0.2852366792	0.2852366792	189218	1369	187849	-0.05936952609	0.9423584788	TRUE	lrt_mle	0.878,1.045	profile	two	TRUE	0.8779814824	1.044789731	FALSE	TRUE	FALSE	mle	189218	1369	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2852366792	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.878,1.045	0.8779814824	1.044789731
Difficulty_walking	0.6150640087	0.2859619489	0.2859619489	224055	9870	214185	0.02133299772	1.021562173	TRUE	lrt_mle	0.984,1.044	profile	two	TRUE	0.9839893511	1.043927941	FALSE	TRUE	FALSE	mle	224055	9870	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2859619489	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.984,1.044	0.9839893511	1.043927941
Periapical_abscess	0.6150640087	0.2862183567	0.2862183567	203865	7266	196599	-0.02538841733	0.9749311583	TRUE	lrt_mle	0.948,1.019	profile	two	TRUE	0.9475594412	1.019212627	FALSE	TRUE	FALSE	mle	203865	7266	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2862183567	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.948,1.019	0.9475594412	1.019212627
Deposits_accretions_on_teeth	0.6150640087	0.2864358986	0.2864358986	200604	4005	196599	-0.03387777758	0.9666896486	TRUE	lrt_mle	0.930,1.026	profile	two	TRUE	0.9297321562	1.025710895	FALSE	TRUE	FALSE	mle	200604	4005	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2864358986	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.930,1.026	0.9297321562	1.025710895
Dermatitis_due_to_substances_taken_internally	0.6150640087	0.2868922725	0.2868922725	233772	3311	230461	-0.03498277323	0.9656220507	TRUE	lrt_mle	0.929,1.026	profile	two	TRUE	0.9285375519	1.026423589	FALSE	TRUE	FALSE	mle	233772	3311	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2868922725	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.929,1.026	0.9285375519	1.026423589
Sleep_related_leg_cramps		0.2877122877	0.2877122877	215370	1185	214185	0.05837062144	1.060107822	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215370	1185	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Cortical_age_related_cataract	0.6175432655	0.2891366806	0.2891366806	262628	4940	257688	-0.02961877412	0.970815563	TRUE	lrt_mle	0.939,1.023	profile	two	TRUE	0.9392679072	1.022622396	FALSE	TRUE	FALSE	mle	262628	4940	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2891366806	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.939,1.023	0.9392679072	1.022622396
Stroke_and_transient_cerebral_ischemic_attacks	0.6175432655	0.2898644342	0.2898644342	227241	17409	209832	0.01684854572	1.016991283	TRUE	lrt_mle	0.987,1.035	profile	two	TRUE	0.9871387057	1.035046363	FALSE	TRUE	FALSE	mle	227241	17409	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2898644342	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.987,1.035	0.9871387057	1.035046363
Renal_failure	0.6175432655	0.2901209972	0.2901209972	260749	39634	221115	0.01176640299	1.011835899	TRUE	lrt_mle	0.991,1.025	profile	two	TRUE	0.9909965747	1.024555705	FALSE	TRUE	FALSE	mle	260749	39634	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2901209972	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.991,1.025	0.9909965747	1.024555705
Impingement_syndrome_of_shoulder	0.6178459124	0.2909542831	0.2909542831	195361	7512	187849	-0.0233845174	0.9768867816	TRUE	lrt_mle	0.952,1.018	profile	two	TRUE	0.9519961558	1.01797626	FALSE	TRUE	FALSE	mle	195361	7512	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2909542831	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.952,1.018	0.9519961558	1.01797626
Disorders_of_magnesium_metabolism	0.6208910162	0.2930827839	0.2930827839	203980	11489	192491	-0.02015858514	0.9800432407	TRUE	lrt_mle	0.958,1.016	profile	two	TRUE	0.957871615	1.015723193	FALSE	TRUE	FALSE	mle	203980	11489	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2930827839	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.958,1.016	0.957871615	1.015723193
Disorders_of_autonomic_nervous_system	0.6215930397	0.2946117601	0.2946117601	219081	4896	214185	-0.02808840975	0.972302402	TRUE	lrt_mle	0.942,1.022	profile	two	TRUE	0.9420054695	1.021913347	FALSE	TRUE	FALSE	mle	219081	4896	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2946117601	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.942,1.022	0.9420054695	1.021913347
Sinusitis	0.6215930397	0.2948047526	0.2948047526	260750	51118	209632	-0.009883836453	0.9901648481	TRUE	lrt_mle	0.980,1.008	profile	two	TRUE	0.9796043889	1.007725407	FALSE	TRUE	FALSE	mle	260750	51118	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2948047526	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.980,1.008	0.9796043889	1.007725407
Mixed_conductive_and_sensorineural_hearing_loss	0.6244600874	0.297522241	0.297522241	261597	3909	257688	-0.03110351266	0.9693752253	TRUE	lrt_mle	0.936,1.025	profile	two	TRUE	0.9355321176	1.024570982	FALSE	TRUE	FALSE	mle	261597	3909	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.297522241	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.936,1.025	0.9355321176	1.024570982
Radial_styloid_tenosynovitis_de_Quervain	0.6244600874	0.2975615181	0.2975615181	192158	4309	187849	0.03075371448	1.031231495	TRUE	lrt_mle	0.976,1.064	profile	two	TRUE	0.9757848644	1.064279371	FALSE	TRUE	FALSE	mle	192158	4309	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2975615181	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.976,1.064	0.9757848644	1.064279371
Keratoderma	0.624833763	0.2984384975	0.2984384975	235109	4648	230461	-0.02963063658	0.9708040468	TRUE	lrt_mle	0.938,1.024	profile	two	TRUE	0.9382236441	1.023540089	FALSE	TRUE	FALSE	mle	235109	4648	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2984384975	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.938,1.024	0.9382236441	1.023540089
Contractures	0.6249873511	0.2993009131	0.2993009131	192396	4547	187849	-0.02960290451	0.9708309696	TRUE	lrt_mle	0.938,1.024	profile	two	TRUE	0.9382353469	1.023595807	FALSE	TRUE	FALSE	mle	192396	4547	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2993009131	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.938,1.024	0.9382353469	1.023595807
Sepsis	0.6249873511	0.2999100376	0.2999100376	264115	16014	248101	0.01647052664	1.016606914	TRUE	lrt_mle	0.987,1.035	profile	two	TRUE	0.9868305538	1.034999594	FALSE	TRUE	FALSE	mle	264115	16014	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.2999100376	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.987,1.035	0.9868305538	1.034999594
Hypertrichosis_and_hirsutism	0.6276775151	0.3019030554	0.3019030554	233287	2826	230461	-0.03756057697	0.9631360721	TRUE	lrt_mle	0.921,1.030	profile	two	TRUE	0.9214587775	1.030246317	FALSE	TRUE	FALSE	mle	233287	2826	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3019030554	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.921,1.030	0.9214587775	1.030246317
Other_symptoms_involving_nervous_system	0.6283138469	0.3029119329	0.3029119329	227808	13623	214185	0.01735420634	1.017505665	TRUE	lrt_mle	0.986,1.037	profile	two	TRUE	0.9860183346	1.036646917	FALSE	TRUE	FALSE	mle	227808	13623	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3029119329	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.986,1.037	0.9860183346	1.036646917
Abnormal_reflex		0.3036963037	0.3036963037	215809	1624	214185	-0.04831681402	0.9528318688	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215809	1624	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Subcapsular_cataract	0.631285185	0.3050505592	0.3050505592	260200	2512	257688	-0.0386939925	0.9620450571	TRUE	lrt_mle	0.919,1.032	profile	two	TRUE	0.9185927609	1.031587865	FALSE	TRUE	FALSE	mle	260200	2512	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3050505592	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.919,1.032	0.9185927609	1.031587865
Fracture_of_foot_and_toe	0.6331595189	0.3066645097	0.3066645097	198882	11033	187849	-0.01901769542	0.981162	TRUE	lrt_mle	0.960,1.016	profile	two	TRUE	0.9599111657	1.015621787	FALSE	TRUE	FALSE	mle	198882	11033	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3066645097	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.960,1.016	0.9599111657	1.015621787
False_labor		0.3076923077	0.3076923077	362873	3994	358879	-0.03451770357	0.9660712366	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211075	3994	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Tachypnea	0.6333668969	0.3084608585	0.3084608585	210966	1334	209632	0.05514985932	1.056698959	TRUE	lrt_mle	0.954,1.118	profile	two	TRUE	0.9544818165	1.118091389	FALSE	TRUE	FALSE	mle	210966	1334	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3084608585	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.954,1.118	0.9544818165	1.118091389
Trigeminal_neuralgia	0.6333668969	0.3088369952	0.3088369952	215952	1767	214185	-0.04559572785	0.9554281371	TRUE	lrt_mle	0.904,1.038	profile	two	TRUE	0.9035090776	1.037807429	FALSE	TRUE	FALSE	mle	215952	1767	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3088369952	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.904,1.038	0.9035090776	1.037807429
Benign_neoplasm_of_stomach	0.6333668969	0.3090962633	0.3090962633	262338	5571	256767	-0.02556261237	0.9747613449	TRUE	lrt_mle	0.946,1.021	profile	two	TRUE	0.946221017	1.021149071	FALSE	TRUE	FALSE	mle	262338	5571	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3090962633	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.946,1.021	0.946221017	1.021149071
Restless_legs_syndrome	0.6333668969	0.3098572325	0.3098572325	223475	9290	214185	-0.0197332078	0.9804602176	TRUE	lrt_mle	0.958,1.016	profile	two	TRUE	0.9583093173	1.016398619	FALSE	TRUE	FALSE	mle	223475	9290	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3098572325	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.958,1.016	0.9583093173	1.016398619
Intestinal_infection	0.6333668969	0.3110143438	0.3110143438	211707	15108	196599	-0.01666749544	0.9834706387	TRUE	lrt_mle	0.964,1.014	profile	two	TRUE	0.9643524835	1.013973032	FALSE	TRUE	FALSE	mle	211707	15108	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3110143438	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.964,1.014	0.9643524835	1.013973032
Pain_in_hip	0.6333668969	0.3112168885	0.3112168885	233629	45780	187849	-0.01063407912	0.9894222628	TRUE	lrt_mle	0.977,1.009	profile	two	TRUE	0.977453661	1.008908484	FALSE	TRUE	FALSE	mle	233629	45780	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3112168885	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.977,1.009	0.977453661	1.008908484
Stimulant_use_disorders	0.6333668969	0.3126734743	0.3126734743	250892	11807	239085	0.02017271637	1.020377561	TRUE	lrt_mle	0.983,1.044	profile	two	TRUE	0.9829561061	1.044152323	FALSE	TRUE	FALSE	mle	250892	11807	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3126734743	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.983,1.044	0.9829561061	1.044152323
Other_cerebrovascular_disease	0.6333668969	0.3130268552	0.3130268552	226983	17151	209832	0.01628426774	1.016417579	TRUE	lrt_mle	0.986,1.035	profile	two	TRUE	0.9863410069	1.035058516	FALSE	TRUE	FALSE	mle	226983	17151	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.3130268552	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.986,1.035	0.9863410069	1.035058516
Peripheral_vascular_disease	0.6333668969	0.313141128	0.313141128	225905	16073	209832	0.01616308151	1.016294411	TRUE	lrt_mle	0.986,1.035	profile	two	TRUE	0.9864312446	1.034746565	FALSE	TRUE	FALSE	mle	225905	16073	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.313141128	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.986,1.035	0.9864312446	1.034746565
