region	gene	status	overall_p_value	overall_q_value	overall_lrt_stat	overall_h1_lnl	overall_h0_lnl	h1_winner_seed	h0_winner_seed	winner_p0	winner_p1	winner_p2	winner_omega0	winner_omega2_direct	winner_omega2_inverted	winner_kappa	chimp_in_pruned_run_1	chimp_in_pruned_run_2	chimp_in_region_run_1	chimp_in_region_run_2	h0_s1_def_init_kappa_run_2	h0_s1_def_init_omega_run_2	h0_s1_def_key_run_2	h0_s1_def_lnl_run_2	h0_s1_def_status_run_2	h0_s2_pur_init_kappa_run_2	h0_s2_pur_init_omega_run_2	h0_s2_pur_key_run_2	h0_s2_pur_lnl_run_2	h0_s2_pur_status_run_2	h0_s3_pos_init_kappa_run_2	h0_s3_pos_init_omega_run_2	h0_s3_pos_key_run_2	h0_s3_pos_lnl_run_2	h0_s3_pos_status_run_2	h0_s4_mix_init_kappa_run_2	h0_s4_mix_init_omega_run_2	h0_s4_mix_key_run_2	h0_s4_mix_lnl_run_2	h0_s4_mix_status_run_2	h1_s1_def_cmc_kappa_run_2	h1_s1_def_cmc_omega0_run_2	h1_s1_def_cmc_omega2_direct_run_2	h1_s1_def_cmc_omega2_inverted_run_2	h1_s1_def_cmc_p0_run_2	h1_s1_def_cmc_p1_run_2	h1_s1_def_cmc_p2_run_2	h1_s1_def_init_kappa_run_2	h1_s1_def_init_omega_run_2	h1_s1_def_key_run_2	h1_s1_def_lnl_run_2	h1_s1_def_status_run_2	h1_s2_pur_cmc_kappa_run_2	h1_s2_pur_cmc_omega0_run_2	h1_s2_pur_cmc_omega2_direct_run_2	h1_s2_pur_cmc_omega2_inverted_run_2	h1_s2_pur_cmc_p0_run_2	h1_s2_pur_cmc_p1_run_2	h1_s2_pur_cmc_p2_run_2	h1_s2_pur_init_kappa_run_2	h1_s2_pur_init_omega_run_2	h1_s2_pur_key_run_2	h1_s2_pur_lnl_run_2	h1_s2_pur_status_run_2	h1_s3_pos_cmc_kappa_run_2	h1_s3_pos_cmc_omega0_run_2	h1_s3_pos_cmc_omega2_direct_run_2	h1_s3_pos_cmc_omega2_inverted_run_2	h1_s3_pos_cmc_p0_run_2	h1_s3_pos_cmc_p1_run_2	h1_s3_pos_cmc_p2_run_2	h1_s3_pos_init_kappa_run_2	h1_s3_pos_init_omega_run_2	h1_s3_pos_key_run_2	h1_s3_pos_lnl_run_2	h1_s3_pos_status_run_2	h1_s4_mix_cmc_kappa_run_2	h1_s4_mix_cmc_omega0_run_2	h1_s4_mix_cmc_omega2_direct_run_2	h1_s4_mix_cmc_omega2_inverted_run_2	h1_s4_mix_cmc_p0_run_2	h1_s4_mix_cmc_p1_run_2	h1_s4_mix_cmc_p2_run_2	h1_s4_mix_init_kappa_run_2	h1_s4_mix_init_omega_run_2	h1_s4_mix_key_run_2	h1_s4_mix_lnl_run_2	h1_s4_mix_status_run_2	n_leaves_gene_run_1	n_leaves_gene_run_2	n_leaves_pruned_run_1	n_leaves_pruned_run_2	n_leaves_region_run_1	n_leaves_region_run_2	reason_run_1	reason_run_2	status_run_1	status_run_2	taxa_used_run_1	taxa_used_run_2
chr2_87987171_111255403	RANBP2_ENST00000283195.11	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr16_28471892_28637651	SGF29_ENST00000317058.8	Usable: complete data	1	1	0	-1182.64	-1182.64	s1_def_run_2	s1_def_run_2	1	0	0	0	1.18121	3.6117	999					2	0.4	1665e348543d8add21caf2ef02815210df9ab7b2307e11e9f6ced441f35cd8e4	-1182.64	success	1	0.05	d1d97af9a151e530e3849c0962b59b969912d7ca6fca6430fc578e147cf12601	-1182.64	success	3	2.5	fe617b4a6d56671f36bbb1de62bd61b2e2d0f7c38c117c9d2f56c3f827b61552	-1182.64	success	5	0.8	80e8541e0f84aa55ec2edba93f2b72e6c97b87c94ffa6c9f00593b535d02cab9	-1182.64	success	999	0	1.18121	3.6117	1	0	0	2	0.4	59ba3377f85e2620b19a54c8b6edc0123db0bdd417ee6485dc35739b3c6a260f	-1182.64	success	999	0	999	0.0001	0	0	1	1	0.05	34bdd7b4c9d00f7693abace3ce4317a5263a1d2c2929a16dfaf55dfde8efa63f	-1182.64	success	999	0	10.0812	47.2982	1	0	0	3	2.5	9405a3c28d966abb782a9e9f3d38a66e4778e922e665a366490843f554b783cb	-1182.64	success	999	0	0.67742	0.0001	1	0	0	5	0.8	0e865a2060a17b55447d770574fdc52315b16a0b1561f2b8eabf0523e75747b7	-1182.64	success							One or more requested LRTs failed to produce a valid result.	One or more requested LRTs failed to produce a valid result.	success	success		
chr17_45585159_46292045	CRHR1_ENST00000314537.10	Usable: complete data	1	1	0	-1648.69	-1648.69	s1_def_run_2	s1_def_run_2	0.99724	0	0.00276	0	0	0.0001	48.6581					2	0.4	7331cf2747a7924e97a2fab7d627e7d970f15f7151615d7b9ac09011bf0f1f09	-1648.69	success	1	0.05	66e388aa1eb70751c6fffc2ad2424ad526fd0e261e63778208aaa6f7b2740b0d	-1650.95	success	3	2.5	28becb930318698351d1a013c960b0df18cbd81f66c428ee4b1b8d885fc2e2aa	-1650.95	success	5	0.8	1c096af5b568837f6da76b652df033c190efa537e5806d0600e3435820661266	-1648.69	success	48.6581	0	0	0.0001	0.99724	0	0.00276	2	0.4	21ea7244e7d6e3ed34c87112a00aa538255bcf42e882f133d859ec6ee5d44931	-1648.69	success	12.6153	1	0	0.0001	0	0	1	1	0.05	f94bb3cbfb66a50b44b612a0613db7a1f98a43c297383770fe88e86313010ab3	-1649.73	success	48.665	0	0	0.0001	0.99724	0	0.00276	3	2.5	33114f978381274b0a3a48d6745be70d0d0a96760ce0bd71ee76dc7d6e3484ea	-1648.69	success	48.6344	0	0	0.0001	0.99724	0	0.00276	5	0.8	705c400e4ec2ef2ce6c664750fcea98132a662dadfc663bca9e1da0742b25772	-1648.69	success							One or more requested LRTs failed to produce a valid result.	One or more requested LRTs failed to produce a valid result.	success	success		
chr1_248128773_248428856	OR2M3_ENST00000641626.1	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	BCL2L11_ENST00000393256.8	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	TEKT4_ENST00000295201.5	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr10_79542901_80217413	NUTM2B_ENST00000429828.7	Usable: complete data	0.841481	1	0.04	-3713.83	-3713.85	s1_def_run_2	s2_pur_run_2	0	0.99817	0.00183	1	999	0.0001	11.2369		True		True	2	0.4	f3df02ab1ed5d4eac5caa045948bfac00766f6b36cb1d58da3d3d41dde04b022	-3713.86	success	1	0.05	8fcf3e0092dacc7bf879d66acd0449b3f126c276524903432e2e81f0a072d540	-3713.85	success	3	2.5	c6fa9c4bdab3615023f1666f10c11a0ce6e363e3853ec8a38bf4e2d90d75560e	-3713.85	success	5	0.8	c84c0a936fd255ea462091f59d667130bfe95b0fab7e0ce22a6f645bd548b6f8	-3713.86	success	11.2369	1	999	0.0001	0	0.99817	0.00183	2	0.4	745fcf542ebc340fc0c9ef40a5080a847a68be625a220d05e17a42e9b3fba395	-3713.83	success	11.2224	0	0	0.02545	0	1	0	1	0.05	bd73681ba3ef2668eb88de27e882a19eb4c59caab22653ea9109d79ae0c66b59	-3713.86	success	11.2225	0	0	3.35528	0	1	0	3	2.5	413894df2e25497bc3b5e68f8338fdfd18acd29739fe5dc40ab818d43ab77241	-3713.86	success	11.2706	1	999	443.487	0	0	1	5	0.8	a453ba43919cb1190a06d05935b2452538824ed64c054e711a9d0b28ea3684c5	-3713.85	success		81		81		81	One or more requested LRTs failed to produce a valid result.		success	success		0AFR_ACB_HG02011_L;0EAS_KHV_HG02059_R;0AFR_ASW_NA19983_L;0AFR_YRI_NA19239_R;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0EUR_FIN_HG00268_L;0EUR_GBR_HG00096_R;0AFR_GWD_HG02818_R;0AMR_CLM_HG01352_L;0EUR_TSI_NA20509_R;0SAS_ITU_HG03732_L;0EUR_GBR_HG00096_L;0EUR_IBS_HG01505_R;0AMR_MXL_NA19650_L;0AFR_MSL_HG03486_L;0EUR_CEU_NA12878_L;0EAS_JPT_NA18939_R;0SAS_ITU_HG04217_L;0AMR_CLM_HG01352_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_L;0SAS_ITU_HG03732_R;0AMR_PEL_HG02106_L;0AMR_PEL_HG01573_L;0EAS_CHS_HG00512_R;0EAS_KHV_HG02018_R;0AFR_ESN_HG03371_L;0SAS_STU_HG03683_R;0EAS_CDX_HG00864_L;0EAS_CHB_NA18534_R;0SAS_STU_HG03683_L;0EAS_CHS_HG00513_L;0EAS_KHV_HG02059_L;0EAS_CDX_HG00864_R;0EAS_JPT_NA18939_L;0EAS_CHS_HG00513_R;0AFR_ACB_HG02011_R;0AFR_ESN_HG03125_R;0AFR_GWD_HG02818_L;0AFR_YRI_NA19238_R;0AFR_ASW_NA19983_R;0AFR_ESN_HG03371_R;0AMR_PUR_HG00731_R;0SAS_GIH_NA20847_R;0AFR_LWK_NA19036_L;0AFR_YRI_NA19238_L;0AFR_LWK_NA19434_R;0AFR_LWK_NA19434_L;0EUR_AKJ_NA24385_R;0AFR_ESN_HG03125_L;0AMR_PUR_HG00732_R;0SAS_GIH_NA20847_L;0AMR_PEL_HG02106_R;0EAS_KHV_HG02018_L;0EUR_AKJ_NA24385_L;0EUR_CEU_NA12329_R;0EUR_CEU_NA12878_R;0EUR_IBS_HG01505_L;0EUR_FIN_HG00268_R;0SAS_PJL_HG02492_L;0SAS_PJL_HG02492_R;0AMR_CLM_HG01114_R;0AMR_PEL_HG01573_R;0EUR_FIN_HG00171_L;0AMR_PUR_HG00732_L;0EUR_FIN_HG00171_R;0EAS_KHV_HG01596_R;0EUR_CEU_NA12329_L;0AMR_CLM_HG01114_L;0AFR_YRI_NA19239_L;0AFR_LWK_NA19036_R;0AFR_MSL_HG03486_R;0AFR_GWD_HG02587_L;0AFR_MSL_HG03065_R;1AMR_MXL_NA19650_R;1EAS_KHV_HG01596_L;1SAS_ITU_HG04217_R;0AMR_PUR_HG00731_L;0EUR_TSI_NA20509_L;PanTro6
chr2_87987171_111255403	IL1RL2_ENST00000264257.7	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr7_65219157_65531823	ZNF92_ENST00000328747.12	Usable: complete data	1	1	0	-2340.44	-2340.44	s1_def_run_2	s1_def_run_2	0.99732	0	0.00268	0.04598	999	999	3.0597	True	True	True	True	2	0.4	a5cf72e2da1119fc6708a5bfb1022582c891cc0924e0d2afaed1ddd373629b92	-2340.44	success	1	0.05	6870d638cf403df49a9b80670473204ceecc9b0186a5b3fef47cac39b8933ff6	-2346.78	success	3	2.5	221919019ae2a6b1dbecd2084c9b13436409662aa93a400dcff58cd55b0c48e0	-2340.44	success	5	0.8	58ee771c911270c5f0686f4ec19f1a6ddc1b43198f70112f007c4738ab1a2187	-2340.44	success	3.0597	0.04598	999	999	0.99732	0	0.00268	2	0.4	6fab9d9b97cca3494bc424d13b3594d11d36a78c843f854b531dcc337dcb0aae	-2340.44	success	2.94192	0	0	0.0001	0.33316	0.08479	0.58205	1	0.05	ed9d73436e190d8c13c636e17e142995850b62ed3c9b5da32aa1281426efad65	-2346.79	success	3.06008	0.04599	999	999	0.99732	0	0.00268	3	2.5	6e6a5f7d3993ddc7ac64a8c6d460d38602dbe6db6e7539102dda374259cc07c1	-2340.44	success	3.06	0.04597	999	504.597	0.99733	0	0.00267	5	0.8	4cedad936025607559806717b6a0e30eb6a943f397e8d9172e375f684bceb3db	-2340.44	success	81	81	81	81	81	81			success	success	0AFR_ACB_HG02011_L;0AFR_GWD_HG02818_L;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0AFR_YRI_NA19238_R;0AFR_GWD_HG02818_R;0AFR_ASW_NA19983_L;0AFR_ASW_NA19983_R;0AFR_GWD_HG02587_L;0AFR_MSL_HG03486_R;0AFR_LWK_NA19036_R;0AFR_LWK_NA19036_L;0AFR_MSL_HG03065_R;0AMR_MXL_NA19650_L;0AMR_PEL_HG02106_L;0EAS_JPT_NA18939_R;0EUR_IBS_HG01505_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;0EAS_KHV_HG02018_R;0AMR_PEL_HG02106_R;0EAS_CDX_HG00864_L;0AFR_ACB_HG02011_R;0EUR_FIN_HG00171_L;0EUR_CEU_NA12329_R;0AMR_CLM_HG01114_L;0EUR_GBR_HG00096_L;1EUR_AKJ_NA24385_L;0AMR_PUR_HG00731_R;1EUR_GBR_HG00096_R;0AMR_PUR_HG00731_L;0EUR_CEU_NA12329_L;0EUR_FIN_HG00268_R;0AMR_MXL_NA19650_R;0EUR_IBS_HG01505_L;0AFR_YRI_NA19239_L;0SAS_ITU_HG04217_L;0EUR_FIN_HG00268_L;0AFR_ESN_HG03371_L;0AFR_LWK_NA19434_R;0AMR_PUR_HG00732_R;0EAS_JPT_NA18939_L;0SAS_BEB_HG03009_L;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_L;0EAS_KHV_HG02059_R;0EUR_CEU_NA12878_L;0EUR_CEU_NA12878_R;0SAS_ITU_HG03732_L;0SAS_GIH_NA20847_L;0AFR_ESN_HG03371_R;0AFR_LWK_NA19434_L;0AFR_YRI_NA19239_R;0EUR_AKJ_NA24385_R;0SAS_ITU_HG03732_R;1SAS_GIH_NA20847_R;1AMR_CLM_HG01114_R;1EAS_CHS_HG00513_R;1AMR_CLM_HG01352_R;1EAS_CHS_HG00512_R;1EAS_CHS_HG00512_L;1EAS_CHS_HG00513_L;1EAS_KHV_HG01596_R;1AMR_PUR_HG00732_L;1AMR_CLM_HG01352_L;1AFR_ESN_HG03125_R;1EUR_TSI_NA20509_L;1SAS_STU_HG03683_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1EAS_CDX_HG00864_R;1SAS_ITU_HG04217_R;1AMR_PEL_HG01573_R;1SAS_BEB_HG03009_R;1SAS_STU_HG03683_R;1EUR_FIN_HG00171_R;1EUR_TSI_NA20509_R;1AMR_PEL_HG01573_L;1EAS_KHV_HG01596_L;0AFR_YRI_NA19238_L;PanTro6	0AFR_ACB_HG02011_L;0AFR_GWD_HG02818_L;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0AFR_YRI_NA19238_R;0AFR_GWD_HG02818_R;0AFR_ASW_NA19983_L;0AFR_ASW_NA19983_R;0AFR_GWD_HG02587_L;0AFR_MSL_HG03486_R;0AFR_LWK_NA19036_R;0AFR_LWK_NA19036_L;0AFR_MSL_HG03065_R;0AMR_MXL_NA19650_L;0AMR_PEL_HG02106_L;0EAS_JPT_NA18939_R;0EUR_IBS_HG01505_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;0EAS_KHV_HG02018_R;0AMR_PEL_HG02106_R;0EAS_CDX_HG00864_L;0AFR_ACB_HG02011_R;0EUR_FIN_HG00171_L;0EUR_CEU_NA12329_R;1EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0AFR_YRI_NA19239_L;0AMR_CLM_HG01114_L;1EUR_AKJ_NA24385_L;0AMR_PUR_HG00731_R;0AMR_MXL_NA19650_R;0EUR_IBS_HG01505_L;0AMR_PUR_HG00731_L;0EUR_CEU_NA12329_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_L;0EUR_FIN_HG00268_L;0AFR_ESN_HG03371_L;0AFR_LWK_NA19434_R;0AMR_PUR_HG00732_R;0EAS_JPT_NA18939_L;0SAS_BEB_HG03009_L;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_L;0EAS_KHV_HG02059_R;0EUR_CEU_NA12878_L;0EUR_CEU_NA12878_R;0SAS_ITU_HG03732_L;0SAS_GIH_NA20847_L;0AFR_ESN_HG03371_R;0AFR_LWK_NA19434_L;0AFR_YRI_NA19239_R;1EUR_FIN_HG00171_R;1EUR_TSI_NA20509_R;0EUR_AKJ_NA24385_R;0SAS_ITU_HG03732_R;1AMR_CLM_HG01352_L;1AMR_CLM_HG01352_R;1EAS_CHS_HG00512_R;1AMR_PUR_HG00732_L;1SAS_GIH_NA20847_R;1EAS_CHS_HG00513_L;1EAS_KHV_HG01596_R;1EAS_CHS_HG00512_L;1EAS_CDX_HG00864_R;1SAS_ITU_HG04217_R;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AMR_PEL_HG01573_R;1AFR_ESN_HG03125_R;1EUR_TSI_NA20509_L;1SAS_STU_HG03683_L;1SAS_BEB_HG03009_R;1SAS_STU_HG03683_R;1AMR_PEL_HG01573_L;1EAS_KHV_HG01596_L;1EAS_CHS_HG00513_R;1AMR_CLM_HG01114_R;0AFR_YRI_NA19238_L;PanTro6
chr2_87987171_111255403	CNGA3_ENST00000272602.7	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chrX_149681035_149722249	MAGEA11_ENST00000355220.6	Usable: complete data	0.887537	1	0.02	-1821.41	-1821.42	s1_def_run_2	s1_def_run_2	0	0	1	1	11.7448	319.998	5.04798	True	True	True	True	2	0.4	d62ce43e9810137e2ee98ebef43320db75b7128b0ea7a523fefcd475d7f719e4	-1821.42	success	1	0.05	6f756d88c968ed1e74a11fe0d73da7018f1847946765f89b053a9ca29c072d19	-1821.43	success	3	2.5	95f6c6d304ec8ea775f2946dcb4a3fbe77304236e09011f4c2ff8103dfb1cdb1	-1821.42	success	5	0.8	b4fc6354628f32aa658d5f6be7e017e63710eb7822380fad9b04f3f54d0c6106	-1821.42	success	5.04798	1	11.7448	319.998	0	0	1	2	0.4	22d86e52307fb5c481e2981dff7d4b53eaa2462ea620b1206ca948d1efed9d83	-1821.41	success	5.04201	1	0	999	0	0	1	1	0.05	bee7cdd238b170dc81fc39465f6716b0e22cb037d868801966aa8235dc4c7edd	-1821.41	success	5.08358	1	2.7913	53.0562	0	0	1	3	2.5	192ff487b9f07eda7ce1f4ee20cbc045c74672f7b405ee0a1986f67f02079820	-1821.43	success	5.04475	1	0	409.046	0	0	1	5	0.8	ca34308578a30a6b42226d3d1b798aa504a2dac060e2ea77662d55be98156d80	-1821.41	success	51	51	51	51	51	51			success	success	0AFR_ASW_NA19983_L;0AFR_GWD_HG02818_R;0EAS_JPT_NA18939_R;1AMR_PEL_HG02106_L;1EAS_KHV_HG02018_R;1AMR_PEL_HG01573_R;1AMR_PUR_HG00732_R;1AMR_PEL_HG02106_R;1AMR_PEL_HG01573_L;1EAS_CHS_HG00513_R;1EAS_CHS_HG00513_L;1AFR_YRI_NA19238_L;0AFR_LWK_NA19036_R;1AFR_GWD_HG02587_L;1AFR_MSL_HG03486_L;0AFR_LWK_NA19434_R;0EUR_CEU_NA12329_L;0SAS_STU_HG03683_L;0SAS_GIH_NA20847_L;0EAS_KHV_HG02018_L;0EAS_KHV_HG02059_L;1AMR_CLM_HG01352_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0EAS_CDX_HG00864_R;1EUR_FIN_HG00171_R;0SAS_ITU_HG04217_R;0SAS_STU_HG03683_R;1EUR_CEU_NA12878_R;0EAS_KHV_HG02059_R;1EAS_JPT_NA18939_L;1AFR_YRI_NA19238_R;1EUR_CEU_NA12878_L;0AMR_CLM_HG01352_L;1EUR_FIN_HG00268_R;0AFR_GWD_HG02587_R;0AFR_GWD_HG02818_L;1AFR_LWK_NA19434_L;0EUR_FIN_HG00171_L;1AFR_ASW_NA19983_R;1AMR_CLM_HG01114_R;1SAS_ITU_HG04217_L;1AMR_PUR_HG00732_L;1EUR_CEU_NA12329_R;1EUR_FIN_HG00268_L;1AFR_MSL_HG03486_R;1SAS_GIH_NA20847_R;1AFR_ESN_HG03125_L;1AFR_ESN_HG03125_R;1AFR_LWK_NA19036_L;PanTro6	0AFR_ASW_NA19983_L;0AFR_GWD_HG02818_R;0EAS_JPT_NA18939_R;1AMR_PUR_HG00732_R;1EAS_KHV_HG02018_R;1AMR_PEL_HG02106_L;1AMR_PEL_HG02106_R;1AMR_PEL_HG01573_R;1AMR_PEL_HG01573_L;1EAS_CHS_HG00513_R;1EAS_CHS_HG00513_L;1AFR_YRI_NA19238_L;0AFR_LWK_NA19036_R;1AFR_GWD_HG02587_L;1AFR_MSL_HG03486_L;0AFR_LWK_NA19434_R;0EUR_CEU_NA12329_L;0SAS_STU_HG03683_L;0SAS_GIH_NA20847_L;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0EAS_KHV_HG02059_R;0EAS_CDX_HG00864_R;0SAS_ITU_HG04217_R;0SAS_STU_HG03683_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01352_R;1EAS_JPT_NA18939_L;0EAS_KHV_HG02018_L;0EAS_KHV_HG02059_L;1AFR_YRI_NA19238_R;1EUR_CEU_NA12878_L;0AMR_CLM_HG01352_L;1EUR_FIN_HG00268_R;0AFR_GWD_HG02587_R;0AFR_GWD_HG02818_L;1AFR_LWK_NA19434_L;0EUR_FIN_HG00171_L;1AFR_ASW_NA19983_R;1AMR_CLM_HG01114_R;1SAS_ITU_HG04217_L;1AMR_PUR_HG00732_L;1EUR_CEU_NA12329_R;1EUR_FIN_HG00268_L;1AFR_MSL_HG03486_R;1SAS_GIH_NA20847_R;1AFR_ESN_HG03125_L;1AFR_ESN_HG03125_R;1AFR_LWK_NA19036_L;PanTro6
